emb1	emb2	ind	subcluster	region
10.1927	-0.7675	ind_9651	fs17_10	cSouthItaly
9.4471	-1.9511	ind_9653	fs17_14	cSouthItaly
8.9656	-1.9959	ind_9655	fs17_12	cSouthItaly
10.4415	-1.0557	ind_9656	fs17_9	cSouthItaly
9.1591	-1.8061	ind_9657	fs17_14	cSouthItaly
9.2439	-1.8217	ind_9658	fs17_14	cSouthItaly
10.5557	-0.0945	ind_9659	fs17_10	cSouthItaly
10.1836	-0.7581	ind_9660	fs17_10	cSouthItaly
9.3943	-1.5802	ind_9661	fs17_14	cSouthItaly
10.7870	0.5684	ind_9663	fs17_11	cSouthItaly
4.3745	3.4275	ind_9664	fs21_5	sTyrol
4.8418	3.8514	ind_9665	fs21_5	sTyrol
4.5766	3.8052	ind_9666	fs21_5	sTyrol
4.6171	3.9712	ind_9667	fs21_5	sTyrol
4.7089	3.6952	ind_9668	fs21_4	sTyrol
4.8888	3.4717	ind_9669	fs21_4	sTyrol
4.7741	3.4829	ind_9670	fs21_4	sTyrol
4.6662	3.2794	ind_9671	fs21_4	sTyrol
4.7604	3.1528	ind_9672	fs21_4	sTyrol
4.6929	3.4632	ind_9673	fs21_4	sTyrol
5.0699	3.5360	ind_9676	fs21_4	sTyrol
5.1564	3.2269	ind_9677	fs21_4	sTyrol
5.1340	3.3228	ind_9678	fs21_4	sTyrol
13.9477	0.1578	ind_9679	fs21_1	sTyrol
13.9873	0.3624	ind_9680	fs21_1	sTyrol
13.9835	-0.1097	ind_9681	fs21_1	sTyrol
14.3709	-0.1104	ind_9682	fs21_1	sTyrol
14.1339	0.1758	ind_9683	fs21_1	sTyrol
12.6066	-0.0730	ind_9684	fs21_2	sTyrol
12.4216	-0.0866	ind_9685	fs21_2	sTyrol
12.5953	0.2714	ind_9686	fs21_2	sTyrol
12.6620	-0.0859	ind_9687	fs21_2	sTyrol
12.5528	-0.5968	ind_9689	fs21_2	sTyrol
12.6101	-0.2156	ind_9690	fs21_2	sTyrol
12.3987	-1.9796	ind_9691	fs17_2	italyBalkanPeninsula
12.7672	-0.4964	ind_9692	fs21_2	sTyrol
12.6610	-0.5751	ind_9693	fs21_2	sTyrol
13.3771	-0.1053	ind_9694	fs21_1	sTyrol
13.2725	-0.0227	ind_9695	fs21_1	sTyrol
13.1256	-0.2752	ind_9696	fs21_1	sTyrol
11.8347	-1.6279	ind_9697	fs17_3	italyBalkanPeninsula
11.7151	-1.6694	ind_9698	fs17_3	italyBalkanPeninsula
12.0379	-0.9573	ind_9700	fs17_5	italyBalkanPeninsula
12.3732	-1.4163	ind_9701	fs17_1	italyBalkanPeninsula
11.6158	-0.8030	ind_9703	fs17_4	italyBalkanPeninsula
11.4054	-0.9887	ind_9704	fs17_4	italyBalkanPeninsula
11.2561	-1.3393	ind_9705	fs17_4	italyBalkanPeninsula
12.2413	-1.5882	ind_9706	fs17_3	italyBalkanPeninsula
11.0546	-1.3449	ind_9707	fs17_8	italyBalkanPeninsula
10.9754	-0.9080	ind_9708	fs17_6	italyBalkanPeninsula
11.4746	-1.0754	ind_9709	fs17_4	italyBalkanPeninsula
11.3906	-1.4654	ind_9710	fs17_4	italyBalkanPeninsula
12.3392	-1.1744	ind_9711	fs17_1	italyBalkanPeninsula
11.9136	-0.8579	ind_9712	fs17_5	italyBalkanPeninsula
11.6172	-1.3303	ind_9713	fs17_1	italyBalkanPeninsula
11.1608	-0.9917	ind_9714	fs17_6	italyBalkanPeninsula
10.9416	-0.9690	ind_9716	fs17_8	italyBalkanPeninsula
11.5230	-0.8020	ind_9717	fs17_6	italyBalkanPeninsula
11.3960	-0.7815	ind_9718	fs17_8	italyBalkanPeninsula
11.3575	-0.5591	ind_9719	fs17_7	italyBalkanPeninsula
11.3572	-0.9547	ind_9720	fs17_7	italyBalkanPeninsula
11.8231	-1.8104	ind_9721	fs17_5	italyBalkanPeninsula
12.0530	-1.8729	ind_9723	fs17_3	italyBalkanPeninsula
10.8596	-0.7386	ind_9725	fs17_9	cSouthItaly
10.4254	-0.9298	ind_9726	fs17_9	cSouthItaly
4.8940	3.6439	ind_9727	fs21_5	sTyrol
14.5979	-1.6041	ind_9728	fs18_12	cEuropeBaltic
14.4544	-1.6805	ind_9729	fs18_12	cEuropeBaltic
14.3325	-1.2891	ind_9730	fs18_12	cEuropeBaltic
14.5599	-1.2761	ind_9731	fs18_12	cEuropeBaltic
14.3847	-1.2829	ind_9732	fs18_12	cEuropeBaltic
14.3416	-1.5274	ind_9733	fs18_12	cEuropeBaltic
14.7130	-1.4836	ind_9735	fs18_12	cEuropeBaltic
12.5287	-1.6627	ind_9736	fs17_2	italyBalkanPeninsula
11.9451	-1.0511	ind_9738	fs17_1	italyBalkanPeninsula
13.5118	-1.0023	ind_9739	fs18_15	italyBalkanPeninsula
13.1544	-1.5481	ind_9741	fs18_15	italyBalkanPeninsula
13.1219	-1.7333	ind_9744	fs18_15	italyBalkanPeninsula
11.3741	-4.2527	ind_9745	fs6_11	russiaAsia
11.7877	-1.0116	ind_9749	fs17_1	italyBalkanPeninsula
13.0334	-1.0501	ind_9754	fs18_14	italyBalkanPeninsula
12.2366	-1.2598	ind_9755	fs17_1	italyBalkanPeninsula
13.2907	-0.9799	ind_9756	fs18_14	italyBalkanPeninsula
11.8644	-0.8238	ind_9757	fs17_1	italyBalkanPeninsula
11.8828	-4.4184	ind_9758	fs6_12	russiaAsia
6.4101	-6.1624	ind_9759	fs20_4	azerbaijanGeorgia
14.6479	-1.0665	ind_9761	fs18_13	nGermany
9.3629	-0.4550	ind_9762	fs12_3	relictsFs12
11.4652	-4.5501	ind_9766	fs6_12	russiaAsia
8.2329	3.7900	ind_9768	fs19_6	sGermany
6.9366	4.3026	ind_9769	fs19_5	sGermany
7.2261	4.2761	ind_9770	fs19_3	sGermany
7.8658	4.4036	ind_9771	fs19_2	sGermany
7.6990	3.6100	ind_9772	fs19_5	sGermany
8.6543	3.4911	ind_9774	fs19_6	sGermany
7.4467	3.9950	ind_9775	fs19_5	sGermany
7.7828	4.4672	ind_9776	fs19_5	sGermany
8.7361	3.7530	ind_9777	fs19_6	sGermany
8.5939	3.8839	ind_9778	fs19_5	sGermany
7.1556	4.5695	ind_9779	fs19_5	sGermany
7.5070	4.4017	ind_9780	fs19_5	sGermany
7.3729	4.7294	ind_9781	fs19_2	sGermany
7.3571	4.7995	ind_9782	fs19_2	sGermany
15.3305	2.6982	ind_9783	fs16_6	olandGotland
7.1040	4.1831	ind_9784	fs19_5	sGermany
7.5419	3.8848	ind_9785	fs19_2	sGermany
7.1869	4.4239	ind_9786	fs19_3	sGermany
7.2605	4.4498	ind_9788	fs19_3	sGermany
8.1030	3.8659	ind_9789	fs19_5	sGermany
8.8758	3.3769	ind_9790	fs19_6	sGermany
7.3186	4.7912	ind_9792	fs19_2	sGermany
8.4118	3.8014	ind_9793	fs19_6	sGermany
7.9196	4.5292	ind_9794	fs19_2	sGermany
7.8332	4.3343	ind_9795	fs19_2	sGermany
8.2158	3.9772	ind_9796	fs19_5	sGermany
7.6304	4.4241	ind_9797	fs19_2	sGermany
7.0386	4.4193	ind_9798	fs19_3	sGermany
7.8729	3.7947	ind_9799	fs19_5	sGermany
8.0049	3.9741	ind_9800	fs19_2	sGermany
7.7502	4.1713	ind_9802	fs19_2	sGermany
8.0728	4.4852	ind_9803	fs19_5	sGermany
8.0633	3.6740	ind_9804	fs19_5	sGermany
8.3348	3.5505	ind_9805	fs19_6	sGermany
8.6117	3.6230	ind_9806	fs19_6	sGermany
8.5341	3.5378	ind_9807	fs19_4	sGermany
7.7006	4.1492	ind_9808	fs19_5	sGermany
11.8672	4.2351	ind_9809	fs3_4	britishIsles2
8.8660	3.6507	ind_9810	fs19_6	sGermany
8.5131	3.2232	ind_9811	fs19_4	sGermany
7.5278	4.1667	ind_9812	fs19_3	sGermany
7.0254	4.5063	ind_9813	fs19_5	sGermany
7.5892	4.4526	ind_9814	fs19_5	sGermany
7.7995	4.3549	ind_9815	fs19_2	sGermany
7.2954	4.1696	ind_9816	fs19_2	sGermany
9.2610	1.4833	ind_9819	fs8_2	centralSpain2
7.6200	1.3479	ind_9820	fs9_3	northCentralSpain
5.6055	0.1579	ind_9821	fs10_1	barcelona
15.7502	5.5601	ind_9822	fs7_1	centralSpain1
10.0279	4.0614	ind_9823	fs2_1	northCentralSpain
7.8132	1.2469	ind_9824	fs13_4	northCentralSpain
16.0564	5.3553	ind_9825	fs7_1	centralSpain1
11.0309	2.8523	ind_9827	fs1_1	wNCFrance
6.4255	2.1443	ind_9828	fs9_2	northCentralSpain
10.0169	1.6627	ind_9830	fs1_5	wNCFrance
10.0489	1.7865	ind_9831	fs11_2	andalusiaPortugal
16.2459	5.6263	ind_9833	fs7_1	centralSpain1
15.6010	5.5625	ind_9834	fs7_1	centralSpain1
6.6957	1.9725	ind_9835	fs9_4	northCentralSpain
7.3887	-0.5339	ind_9836	fs10_6	pyreneesGironaIbRange
8.0826	-2.7406	ind_9837	fs13_2	relictsFs13
6.3150	2.2444	ind_9838	fs9_2	northCentralSpain
7.4417	1.6040	ind_9839	fs9_3	northCentralSpain
7.3845	-0.4502	ind_9840	fs10_6	pyreneesGironaIbRange
15.8450	5.0659	ind_9843	fs7_1	centralSpain1
7.1061	-0.8272	ind_9844	fs10_4	pyreneesGironaIbRange
15.6717	5.5838	ind_9845	fs7_1	centralSpain1
9.0143	1.5913	ind_9846	fs8_2	centralSpain2
8.7701	1.3710	ind_9848	fs7_2	centralSpain1
6.7299	1.9839	ind_9849	fs9_4	northCentralSpain
7.5294	-0.2431	ind_9850	fs10_3	pyreneesGironaIbRange
10.1954	3.9646	ind_9853	fs2_1	northCentralSpain
10.1085	4.0272	ind_9854	fs2_1	northCentralSpain
15.3641	5.0685	ind_9855	fs7_1	centralSpain1
15.6875	5.4112	ind_9856	fs7_1	centralSpain1
16.0347	5.5854	ind_9857	fs7_1	centralSpain1
8.3735	0.8017	ind_9858	fs7_2	centralSpain1
16.0968	5.1269	ind_9859	fs7_1	centralSpain1
9.0744	1.2153	ind_9860	fs8_2	centralSpain2
8.2497	0.5909	ind_9861	fs7_3	centralSpain1
10.4191	4.1720	ind_9862	fs2_1	northCentralSpain
5.5009	0.0889	ind_9864	fs10_1	barcelona
8.6174	0.7264	ind_9866	fs13_4	northCentralSpain
8.1109	0.9691	ind_9867	fs7_3	centralSpain1
6.5041	0.1089	ind_9868	fs10_2	barcelona
7.9216	-2.8957	ind_9869	fs13_2	relictsFs13
7.2803	-0.7096	ind_9870	fs10_4	pyreneesGironaIbRange
5.1782	-2.0662	ind_9873	fs11_1	andalusiaPortugal
8.9405	1.4581	ind_9874	fs8_2	centralSpain2
10.0706	3.8395	ind_9875	fs2_1	northCentralSpain
7.2699	-0.9906	ind_9876	fs10_4	pyreneesGironaIbRange
7.9277	-2.7741	ind_9879	fs13_2	relictsFs13
8.6856	0.6017	ind_9880	fs13_4	northCentralSpain
6.5954	2.0305	ind_9881	fs9_4	northCentralSpain
16.0305	5.4964	ind_9882	fs7_1	centralSpain1
9.0239	1.5754	ind_9883	fs8_2	centralSpain2
8.1051	1.6437	ind_9885	fs9_3	northCentralSpain
7.4697	-0.8862	ind_9886	fs10_5	pyreneesGironaIbRange
8.0722	0.3104	ind_9888	fs7_3	centralSpain1
7.2915	1.8051	ind_9890	fs9_2	northCentralSpain
6.6986	2.2717	ind_9892	fs9_4	northCentralSpain
9.8429	0.9057	ind_9894	fs1_5	wNCFrance
5.3856	-0.0144	ind_9895	fs10_1	barcelona
7.8045	1.4346	ind_9897	fs7_2	centralSpain1
5.1674	-2.1977	ind_9900	fs11_1	andalusiaPortugal
8.8270	1.2573	ind_9901	fs8_2	centralSpain2
8.1670	0.3677	ind_9902	fs7_3	centralSpain1
8.8884	1.4538	ind_9903	fs8_2	centralSpain2
8.1887	0.6684	ind_9904	fs7_3	centralSpain1
10.2607	1.2471	ind_9906	fs1_4	wNCFrance
10.6595	1.6716	ind_9908	fs1_2	wNCFrance
9.8249	5.7479	ind_9909	fs4_1	britishIsles1
11.0402	5.1191	ind_9910	fs3_15	uFranceEFranceBIsles
10.6265	1.6172	ind_9911	fs1_2	wNCFrance
10.7243	4.9399	ind_9912	fs3_15	uFranceEFranceBIsles
13.7598	-1.3667	ind_9914	fs18_8	nGermany
15.8907	-2.1446	ind_9915	fs18_2	cEuropeBaltic
10.8001	3.3517	ind_9917	fs1_3	wNCFrance
10.7915	2.6639	ind_9918	fs1_1	wNCFrance
12.2523	6.9031	ind_9920	fs3_14	uFranceEFranceBIsles
11.6147	4.5229	ind_9921	fs3_11	uFranceEFranceBIsles
14.1911	3.6626	ind_9924	fs16_5	nGermany
11.1523	4.5917	ind_9925	fs3_5	britishIsles2
10.6874	4.0282	ind_9926	fs3_6	britishIsles2
11.0431	3.8667	ind_9929	fs3_11	uFranceEFranceBIsles
16.0697	-3.0207	ind_9930	fs18_5	cEuropeBaltic
12.2083	6.7945	ind_9932	fs3_14	uFranceEFranceBIsles
10.5706	1.4806	ind_9935	fs1_2	wNCFrance
9.3104	5.9794	ind_9937	fs4_6	britishIsles1
10.7579	5.1967	ind_9938	fs4_3	britishIsles1
9.9678	-0.0160	ind_9939	fs12_2	relictsFs12
11.2289	5.5279	ind_9941	fs3_15	uFranceEFranceBIsles
7.7174	-0.5443	ind_9942	fs10_6	pyreneesGironaIbRange
4.8434	-2.4846	ind_9943	fs11_1	andalusiaPortugal
8.1120	-3.1566	ind_9944	fs13_2	relictsFs13
8.6388	1.9735	ind_9945	fs8_1	centralSpain2
5.1719	-2.3836	ind_9946	fs11_1	andalusiaPortugal
7.5759	-3.2809	ind_9947	fs13_3	relictsFs13
8.2028	0.6920	ind_9948	fs7_2	centralSpain1
6.2144	1.8566	ind_9949	fs9_1	northCentralSpain
6.9303	-1.0180	ind_9950	fs10_3	pyreneesGironaIbRange
12.6157	-4.8444	ind_9951	fs6_10	russiaAsia
12.7360	-4.8751	ind_9952	fs6_10	russiaAsia
12.3117	-4.9462	ind_9953	fs6_10	russiaAsia
13.2456	-4.0860	ind_9955	fs6_3	russiaAsia
13.4792	-4.1301	ind_9956	fs6_3	russiaAsia
13.4721	-4.8710	ind_9957	fs6_1	russiaAsia
12.9185	-4.3483	ind_9958	fs6_2	russiaAsia
13.2925	-4.5674	ind_9959	fs6_2	russiaAsia
12.9912	-4.1013	ind_9960	fs6_2	russiaAsia
10.7028	0.1365	ind_9962	fs17_10	cSouthItaly
9.7836	-1.5063	ind_9963	fs17_13	cSouthItaly
9.4803	-1.8201	ind_9964	fs17_14	cSouthItaly
9.7804	-1.6249	ind_9965	fs17_14	cSouthItaly
10.8183	0.0290	ind_9966	fs17_10	cSouthItaly
9.1439	-1.7344	ind_9968	fs17_13	cSouthItaly
10.3683	-0.7490	ind_9969	fs17_10	cSouthItaly
12.7735	-0.2043	ind_9970	fs21_3	sTyrol
12.5659	-0.5455	ind_9971	fs21_1	sTyrol
12.4795	-0.3069	ind_9972	fs21_1	sTyrol
4.6943	3.8059	ind_9973	fs21_5	sTyrol
13.3115	-0.1843	ind_9974	fs21_1	sTyrol
13.5470	-0.3747	ind_9975	fs21_1	sTyrol
12.5271	-0.4402	ind_9976	fs21_3	sTyrol
13.1711	0.1092	ind_9978	fs21_3	sTyrol
12.9190	-0.3258	ind_9979	fs21_3	sTyrol
9.1829	-1.8204	ind_9980	fs17_14	cSouthItaly
9.3132	-2.1417	ind_9981	fs17_14	cSouthItaly
9.4779	-1.7788	ind_9982	fs17_13	cSouthItaly
10.8226	0.6488	ind_9983	fs17_11	cSouthItaly
10.9221	0.6896	ind_9984	fs17_11	cSouthItaly
11.9972	-1.6628	ind_9985	fs17_3	italyBalkanPeninsula
11.0772	-0.8007	ind_9986	fs17_6	italyBalkanPeninsula
11.5544	-1.2076	ind_9987	fs17_4	italyBalkanPeninsula
11.2776	-1.5889	ind_9988	fs20_3	azerbaijanGeorgia
10.3750	-2.7736	ind_9990	fs20_2	azerbaijanGeorgia
10.8400	-2.2198	ind_9991	fs20_1	azerbaijanGeorgia
11.9500	-2.1660	ind_9993	fs20_3	azerbaijanGeorgia
8.6514	3.3766	ind_9995	fs19_4	sGermany
7.9981	3.7888	ind_9996	fs19_5	sGermany
8.7712	3.4816	ind_9997	fs19_6	sGermany
9.7831	3.0370	ind_9998	fs16_13	sGermany
8.2634	3.6342	ind_9999	fs19_6	sGermany
11.8116	4.2370	ind_10001	fs3_4	britishIsles2
10.9694	5.5840	ind_10002	fs3_15	uFranceEFranceBIsles
12.4675	-1.9992	ind_10004	fs17_2	italyBalkanPeninsula
13.1698	-1.1767	ind_10005	fs18_15	italyBalkanPeninsula
11.1328	-0.8426	ind_10006	fs17_8	italyBalkanPeninsula
11.7692	-4.3809	ind_10008	fs6_11	russiaAsia
11.6109	-4.2410	ind_10009	fs6_11	russiaAsia
11.1128	-4.3193	ind_10010	fs6_11	russiaAsia
12.6469	-3.3707	ind_10011	fs6_7	russiaAsia
6.2800	-6.4600	ind_10012	fs20_4	azerbaijanGeorgia
6.4154	-6.0781	ind_10013	fs20_4	azerbaijanGeorgia
6.3561	-6.3017	ind_10014	fs20_4	azerbaijanGeorgia
11.3227	-4.8005	ind_10015	fs6_12	russiaAsia
13.4226	-0.8208	ind_10017	fs18_14	italyBalkanPeninsula
13.9539	-1.0115	ind_10018	fs18_14	italyBalkanPeninsula
15.2261	-2.8055	ind_10020	fs18_5	cEuropeBaltic
9.8540	2.9490	ind_10022	fs16_13	sGermany
15.7479	1.5913	ind_10023	USA	USA
10.5044	2.6625	ind_10027	fs16_13	sGermany
13.7663	-3.8353	ind_14312	fs6_4	russiaAsia
13.5911	-3.7790	ind_14313	fs6_4	russiaAsia
13.6210	-3.8046	ind_14314	fs6_4	russiaAsia
13.7710	-3.9549	ind_14315	fs6_4	russiaAsia
13.0014	-3.6256	ind_14318	fs6_6	russiaAsia
13.5205	-3.8234	ind_14319	fs6_5	russiaAsia
13.9381	-3.9898	ind_15560	fs6_5	russiaAsia
14.9786	-1.8158	ind_15591	fs18_7	cEuropeBaltic
14.5119	-1.8584	ind_15592	fs18_7	cEuropeBaltic
14.4469	-2.0877	ind_15593	fs18_7	cEuropeBaltic
13.6619	-3.9950	ind_18694	fs6_5	russiaAsia
13.7853	-4.1818	ind_18696	fs6_5	russiaAsia
13.9867	-1.6765	ind_19949	fs18_7	cEuropeBaltic
14.1749	-1.8229	ind_19950	fs18_7	cEuropeBaltic
14.3408	-1.7828	ind_19951	fs18_7	cEuropeBaltic
15.8590	1.9520	ind_1066	fs15_15	nE_EScania
17.0368	0.8401	ind_1257	fs5_3	northSweden
13.5746	9.8217	ind_14INRCTx12	IN	IN
19.0567	11.1783	ind_14INRCTxx4	IN	IN
17.4883	10.4089	ind_14NJSCx70	NJ	NJ
8.6671	7.9900	ind_14OHMLNP102	OH	OH
13.4625	0.5742	ind_14OHMLNP105	OH	OH
9.9573	7.3419	ind_14OHMLNP108	OH	OH
11.8918	8.0266	ind_14OHMLNPx11	OH	OH
13.3112	7.1879	ind_14OHMLNPx20	OH	OH
11.6339	8.2180	ind_14OHMLNPx28	OH	OH
11.4270	7.9578	ind_14OHMLNPx43	OH	OH
11.2761	6.6497	ind_14OHMLNPx44	OH	OH
19.2660	0.1308	ind_1552	fs5_7	northSweden
13.3933	-1.2698	ind_15INRCT05	IN	IN
18.7682	11.1216	ind_15INRCT17	IN	IN
12.9524	9.9650	ind_15INRCT26	IN	IN
13.1152	-1.0308	ind_15INRCT30	IN	IN
12.6818	9.6451	ind_15INRCT35	IN	IN
17.6290	10.3831	ind_15INRCT38	IN	IN
18.6676	11.4345	ind_15INRCT42_HPA	IN	IN
17.8165	10.7671	ind_15INRCT46	IN	IN
16.2595	10.9270	ind_15INRCT47	IN	IN
13.1015	9.9303	ind_15INRCT52	IN	IN
18.6202	10.9620	ind_15INRCT53	IN	IN
16.9082	10.1546	ind_15INRCT54	IN	IN
17.7510	10.0653	ind_15INRCT58	IN	IN
10.4811	10.0865	ind_15MDPCB14	MD	MD
13.7606	8.6757	ind_15NJSC03	NJ	NJ
14.0021	8.2473	ind_15NJSC22	NJ	NJ
14.6006	7.1179	ind_15NJSC34	NJ	NJ
14.2897	7.2021	ind_15NJSC40	NJ	NJ
14.4293	10.1270	ind_15NJSC52	NJ	NJ
14.5141	9.7569	ind_15NJSC71	NJ	NJ
13.8243	8.9120	ind_15NJSC80	NJ	NJ
13.4040	5.7392	ind_15NJSC87	NJ	NJ
14.1713	9.1308	ind_15OHMLNP13_2	OH	OH
13.2367	0.7655	ind_15OHMLNP26	OH	OH
13.6162	0.3900	ind_15OHMLNP29	OH	OH
11.1898	6.6981	ind_15OHMLNP41	OH	OH
13.1120	8.9726	ind_15OHMLNP49	OH	OH
16.8563	7.8950	ind_15OHMLNP81	OH	OH
13.0767	6.8469	ind_16CTDERBY003	CT	CT
13.2851	4.3626	ind_16CTDERBY039	CT	CT
12.7590	7.3677	ind_16CTPNR002	CT	CT
13.4331	9.4325	ind_16CTPNR006	CT	CT
11.8466	4.7383	ind_16CTPNR023	CT	CT
12.4494	5.5642	ind_16CTPNR025	CT	CT
11.0993	3.3766	ind_16CTPNR026	CT	CT
11.6558	4.9851	ind_16CTPNR050	CT	CT
12.0626	5.2173	ind_16CTPNR062	CT	CT
12.1924	2.8038	ind_16CTRP004	CT	CT
12.0330	3.3341	ind_16CTRP009	CT	CT
12.2441	3.4371	ind_16CTRP013	CT	CT
12.1071	3.6556	ind_16CTRP015	CT	CT
12.0178	3.6489	ind_16CTRP016	CT	CT
12.2432	3.1778	ind_16CTRP017	CT	CT
12.2955	2.9477	ind_16CTRP018	CT	CT
12.1375	2.9904	ind_16CTRP023	CT	CT
13.3557	-1.3398	ind_16INRCT001	IN	IN
18.8259	11.2430	ind_16INRCT002	IN	IN
17.8889	9.6490	ind_16INRCT005	IN	IN
13.2234	-1.6598	ind_16INRCT009	IN	IN
18.2641	10.3689	ind_16INRCT015	IN	IN
16.2207	10.9292	ind_16INRCT021	IN	IN
16.4857	11.0618	ind_16INRCT022	IN	IN
16.6654	10.7304	ind_16INRCT028	IN	IN
13.2099	9.5751	ind_16INRCT041	IN	IN
16.3620	10.8826	ind_16INRCT045	IN	IN
18.0845	10.4663	ind_16INRCT046	IN	IN
18.8035	11.3186	ind_16INRCT058	IN	IN
18.5487	11.1746	ind_16INRCT067	IN	IN
18.9448	11.0792	ind_16INRCT070	IN	IN
18.1669	10.1320	ind_16INRCT072	IN	IN
16.3313	11.0195	ind_16INRCT073	IN	IN
12.7403	10.2336	ind_16INRO001	IN	IN
12.9748	10.2846	ind_16INWIER030	IN	IN
15.3613	9.7866	ind_16INWIER038	IN	IN
18.9532	11.3363	ind_16INWIER051	IN	IN
18.3553	10.4880	ind_16INWIER059	IN	IN
16.3752	10.4364	ind_16INWIER07	IN	IN
12.2559	5.1286	ind_16MAAA001	MA	MA
14.6551	2.4310	ind_16MAAA002	MA	MA
12.6875	6.8103	ind_16MAMSSF012	MA	MA
11.8256	4.3524	ind_16MAUR001	MA	MA
13.1280	9.8883	ind_16MDPCB001	MD	MD
11.4365	10.2670	ind_16MDPCB003	MD	MD
11.8358	9.9469	ind_16MDPCB027	MD	MD
10.4796	10.4854	ind_16MDPCB028	MD	MD
10.8727	10.4260	ind_16MDPCB034	MD	MD
13.2885	10.6497	ind_16MDPCB044	MD	MD
11.1423	10.1469	ind_16MDPCB045	MD	MD
10.4900	9.9244	ind_16MDPCB048	MD	MD
10.7541	10.6414	ind_16MDPCB052	MD	MD
13.3323	9.5599	ind_16MDPCB053	MD	MD
12.2837	9.6380	ind_16MDSR004	MD	MD
10.4433	10.6987	ind_16MDSR014	MD	MD
10.2162	9.9308	ind_16MDSR017	MD	MD
13.2528	8.8892	ind_16MDSR027	MD	MD
10.3130	10.5902	ind_16MDTCR001	MD	MD
10.5685	10.6560	ind_16MDTCR002	MD	MD
10.1381	10.4112	ind_16MDTCR006	MD	MD
11.1136	10.3064	ind_16MDTCR007	MD	MD
12.0748	10.1723	ind_16MDTCR008	MD	MD
10.3211	10.6588	ind_16MDTCR010	MD	MD
12.7983	8.2456	ind_16MIKOSP001	MI	MI
12.9762	8.1128	ind_16MIKOSP004	MI	MI
12.7416	8.3931	ind_16MIKOSP007	MI	MI
12.5005	7.1513	ind_16MIKOSP011	MI	MI
12.9313	8.1826	ind_16MIKOSP012	MI	MI
13.1041	8.5126	ind_16MIKOSP014	MI	MI
12.1480	6.5511	ind_16MIKOSP016	MI	MI
13.1888	7.5507	ind_16MIMBT004	MI	MI
11.9513	5.9855	ind_16MIMBT005	MI	MI
13.0250	7.4172	ind_16MIMBT011	MI	MI
12.3418	5.4943	ind_16MIMSP033	MI	MI
11.0584	6.6013	ind_16MIMSUK001	MI	MI
13.0634	2.8033	ind_16MIMSUK004	MI	MI
8.7441	8.3245	ind_16MIMSUK009	MI	MI
11.0992	6.6924	ind_16MIMSUK010	MI	MI
9.0861	7.8974	ind_16MIMSUK025	MI	MI
12.8046	2.7893	ind_16MIMSUK030	MI	MI
8.5592	8.0291	ind_16MIMSUK046	MI	MI
13.3833	9.8347	ind_16MISJCJT001	MI	MI
10.3807	7.9339	ind_16MISJCJT051	MI	MI
10.3019	7.2574	ind_16MISJCJT052	MI	MI
10.6794	7.8097	ind_16MISJCJT053	MI	MI
10.4855	7.5243	ind_16MISJCJT054	MI	MI
11.2299	8.4842	ind_16MISJCJT060	MI	MI
10.7479	8.2461	ind_16MISJCJT066	MI	MI
10.8660	8.6753	ind_16MISJCJT068	MI	MI
9.9444	7.9785	ind_16MISJCJT078	MI	MI
10.2527	8.2268	ind_16MISJCJT082	MI	MI
11.0677	9.2588	ind_16MISJCJT084	MI	MI
11.4478	9.1958	ind_16MISJCJT088	MI	MI
12.0419	8.9893	ind_16MISJCJT090	MI	MI
13.1906	6.2842	ind_16NJDCF003	NJ	NJ
12.9752	6.3241	ind_16NJDCF004	NJ	NJ
12.8501	10.0718	ind_16NJDCF007	NJ	NJ
14.5373	6.8865	ind_16NJSC001	NJ	NJ
13.7264	10.0449	ind_16NJSC002	NJ	NJ
14.1477	7.4019	ind_16NJSC003	NJ	NJ
14.5105	7.5304	ind_16NJSC007	NJ	NJ
13.7328	8.9577	ind_16NJSC010	NJ	NJ
14.2968	7.5468	ind_16NJSC011	NJ	NJ
14.2483	7.7252	ind_16NJSC013	NJ	NJ
14.1532	8.3271	ind_16NJSC016	NJ	NJ
13.8908	8.1536	ind_16NJSC017	NJ	NJ
14.2772	8.6167	ind_16NJSC018	NJ	NJ
13.6849	7.5424	ind_16NJSC019	NJ	NJ
13.9604	6.7577	ind_16NJSC020	NJ	NJ
14.4190	7.0406	ind_16NJSC023	NJ	NJ
14.0607	6.8542	ind_16NJSC026	NJ	NJ
13.8913	7.4554	ind_16NJSC029	NJ	NJ
14.0327	7.8019	ind_16NJSC030	NJ	NJ
13.5636	7.9922	ind_16NJSC031	NJ	NJ
14.0153	7.3579	ind_16NJSC032	NJ	NJ
14.2372	7.2850	ind_16NJSC035	NJ	NJ
12.0591	4.7921	ind_16NJSC037	NJ	NJ
14.2499	9.3422	ind_16NJSC041	NJ	NJ
13.4838	6.9924	ind_16NJSC043	NJ	NJ
13.8799	7.7618	ind_16NJSC044	NJ	NJ
14.1262	7.9378	ind_16NJSC045	NJ	NJ
13.4576	6.4362	ind_16NJSC048	NJ	NJ
14.3969	8.0734	ind_16NJSC052	NJ	NJ
14.2867	6.8538	ind_16NJSC055	NJ	NJ
13.9147	9.4889	ind_16NJSC058	NJ	NJ
15.6713	9.6923	ind_16NJSC065	NJ	NJ
13.1973	7.7121	ind_16NJSC067	NJ	NJ
17.5680	9.9142	ind_16NJSC071	NJ	NJ
