emb1	emb2	ind	subcluster	region
15.2618	9.8420	ind_16NJSC074	NJ	NJ
13.5247	7.5015	ind_16NJSC075	NJ	NJ
13.8595	8.4248	ind_16NJSC079	NJ	NJ
13.6016	9.0064	ind_16NJSC080	NJ	NJ
13.3302	6.1797	ind_16NJSC083	NJ	NJ
13.7026	7.0705	ind_16NJSC084	NJ	NJ
12.9400	7.6412	ind_16NJSC085	NJ	NJ
12.4485	5.2696	ind_16NJSC086	NJ	NJ
13.5071	5.0467	ind_16NJSC089	NJ	NJ
12.9541	4.5696	ind_16NJSC090	NJ	NJ
12.1832	4.8550	ind_16NJSC091	NJ	NJ
12.6397	5.0311	ind_16NJSC093	NJ	NJ
13.8467	-1.1209	ind_16OHLAOBT015	OH	OH
13.6999	-1.0033	ind_16OHLAOBT038	OH	OH
13.6008	9.8332	ind_16OHMLNP002	OH	OH
12.6694	7.6490	ind_16OHMLNP004	OH	OH
13.6469	4.8440	ind_16OHMLNP007	OH	OH
13.8201	-0.2602	ind_16OHMLNP011	OH	OH
13.4499	6.8829	ind_16OHMLNP014	OH	OH
13.2850	9.7278	ind_16OHMLNP020	OH	OH
10.8071	6.8983	ind_16OHMLNP029	OH	OH
13.1866	10.2155	ind_16OHMLNP042	OH	OH
13.3751	9.4530	ind_16OHMLNP043	OH	OH
11.3528	8.4601	ind_16OHMLNP047	OH	OH
12.8005	4.4051	ind_16OHMLNP052	OH	OH
13.6348	5.0969	ind_16OHMLNP054	OH	OH
12.2420	5.6185	ind_16OHMLNP063	OH	OH
13.1611	7.0947	ind_16OHMLNP069	OH	OH
12.8495	4.5591	ind_16OHMLNP076	OH	OH
12.9847	7.9017	ind_16OHMLNP078	OH	OH
13.2665	1.2303	ind_16OHMLNP079	OH	OH
12.4209	5.5687	ind_16OHMLNP086	OH	OH
13.1352	3.6804	ind_16OHMLNP092	OH	OH
11.8455	5.5111	ind_16OHMLNP094	OH	OH
16.9068	8.0310	ind_16OHPR003	OH	OH
16.0151	7.9829	ind_16OHPR017	OH	OH
16.5982	8.2111	ind_16OHPR035	OH	OH
16.0410	8.1955	ind_16OHPR037	OH	OH
16.1973	7.8546	ind_16OHPR052	OH	OH
12.6165	7.4942	ind_1829	USA	USA
12.7539	8.6342	ind_1853	USA	USA
13.1440	7.7818	ind_1872	USA	USA
12.9993	-4.4251	ind_1890	USA	USA
12.9368	6.4998	ind_1925	USA	USA
12.8302	7.5411	ind_1954	USA	USA
13.1220	-0.9732	ind_2016	USA	USA
13.0137	8.9274	ind_2057	USA	USA
12.2963	3.6274	ind_2171	USA	USA
12.7347	8.2675	ind_2278	USA	USA
11.1365	5.3235	ind_2317	USA	USA
10.8671	4.8103	ind_4779	fs3_13	uFranceEFranceBIsles
13.1041	4.1720	ind_5768	fs3_2	britishIsles2
15.3779	2.3118	ind_5784	fs16_7	olandGotland
20.3451	3.9701	ind_5836	fs14_1	westScania
17.8981	0.2967	ind_5860	fs5_6	northSweden
16.3693	-3.3257	ind_5907	fs18_5	cEuropeBaltic
19.7208	-0.1029	ind_6010	fs5_11	northSweden
19.6718	-0.3044	ind_6013	fs5_11	northSweden
20.2102	3.9534	ind_6023	fs14_1	westScania
17.9536	0.8101	ind_6025	fs5_1	northSweden
16.3821	2.5879	ind_6035	fs14_3	westScania
19.4289	-0.8874	ind_6070	fs5_9	northSweden
20.7554	3.8634	ind_6091	fs14_1	westScania
17.7245	3.8283	ind_6097	fs15_18	malmoLund
10.8872	4.6043	ind_6108	fs3_5	britishIsles2
17.9350	3.9636	ind_6128	fs15_18	malmoLund
19.5892	3.5290	ind_6137	fs14_1	westScania
18.9381	3.4947	ind_6148	fs14_2	westScania
19.0892	-0.7719	ind_6174	fs5_10	northSweden
17.9360	0.0893	ind_6184	fs5_6	northSweden
15.2263	1.3463	ind_6188	fs15_15	nE_EScania
19.3817	0.7948	ind_6214	fs5_12	northSweden
11.4554	5.0589	ind_628	USA	USA
16.3038	1.5847	ind_6284	fs15_2	olandGotland
12.5458	4.6488	ind_630	USA	USA
10.7226	2.2912	ind_6680	fs19_1	sGermany
13.2982	4.3607	ind_6907	fs3_2	britishIsles2
9.4336	5.7605	ind_6923	fs4_5	britishIsles1
11.4388	-4.7713	ind_6929	fs6_12	russiaAsia
14.6474	-2.3599	ind_6956	fs18_1	cEuropeBaltic
5.1364	0.1995	ind_6961	fs10_1	barcelona
12.9079	3.3307	ind_7008	fs16_9	nGermany
12.5471	2.6102	ind_7062	fs16_9	nGermany
12.7706	2.7255	ind_7102	fs16_9	nGermany
13.6244	2.8822	ind_7117	fs16_2	nGermany
12.7847	2.6282	ind_7125	fs16_9	nGermany
12.6608	2.1329	ind_7208	fs16_12	nGermany
14.5142	2.1900	ind_7305	fs16_4	nGermany
5.2906	0.0944	ind_7328	fs10_1	barcelona
12.8921	7.6068	ind_7356	USA	USA
10.0682	10.1984	ind_7416	USA	USA
10.9035	2.7748	ind_7417	fs1_1	wNCFrance
13.0019	1.8117	ind_7461	fs16_12	nGermany
11.9541	1.9419	ind_7477	USA	USA
12.0797	3.9550	ind_7514	USA	USA
15.0504	-1.6342	ind_7521	fs18_6	cEuropeBaltic
11.8671	6.3933	ind_7525	USA	USA
12.8534	6.5170	ind_7717	USA	USA
11.3324	5.9026	ind_7947	USA	USA
18.5505	11.3395	ind_801	USA	USA
13.2163	8.1754	ind_8077	USA	USA
12.7717	8.3320	ind_8132	USA	USA
12.5207	7.7496	ind_8171	USA	USA
16.4089	10.0111	ind_8246	USA	USA
16.1048	0.1411	ind_8249	fs15_9	olandGotland
13.7888	-0.6088	ind_8311	fs18_11	cEuropeBaltic
12.9985	2.3904	ind_8312	fs16_1	nGermany
20.9559	3.9756	ind_8335	fs14_1	westScania
17.3670	0.7186	ind_8351	fs5_4	northSweden
15.5909	-2.2005	ind_8365	fs18_2	cEuropeBaltic
12.7375	1.8024	ind_8366	fs18_13	nGermany
19.7679	3.7602	ind_8369	fs14_1	westScania
15.1985	2.9115	ind_8427	fs15_17	nE_EScania
13.0385	8.7033	ind_870	USA	USA
12.7659	8.8064	ind_9027	USA	USA
6.3226	-6.6520	ind_9070	fs20_4	azerbaijanGeorgia
10.4315	-2.9049	ind_9103	fs20_1	azerbaijanGeorgia
11.1922	-1.1820	ind_9121	fs20_3	azerbaijanGeorgia
13.0171	-3.5818	ind_9125	fs6_7	russiaAsia
12.0977	2.2333	ind_915	USA	USA
12.3571	5.5191	ind_932	USA	USA
15.7940	-0.0559	ind_9370	fs15_13	olandGotland
19.3376	0.9414	ind_9371	fs5_12	northSweden
16.7382	1.2592	ind_9382	fs15_11	olandGotland
18.2551	0.1951	ind_9386	fs5_6	northSweden
15.2769	0.5281	ind_9402	fs15_9	olandGotland
19.8334	3.8677	ind_9405	fs14_2	westScania
15.8572	0.3520	ind_9413	fs15_4	olandGotland
20.4136	4.0765	ind_9471	fs14_1	westScania
5.4532	-2.3451	ind_9510	fs11_1	andalusiaPortugal
5.2147	-2.5785	ind_9514	fs11_1	andalusiaPortugal
8.0339	-0.4559	ind_9518	fs13_1	relictsFs13
8.0193	-3.4061	ind_9533	fs13_3	relictsFs13
8.2656	-3.0437	ind_9542	fs13_3	relictsFs13
7.8062	-3.1316	ind_9543	fs13_2	relictsFs13
5.6010	-2.2550	ind_9544	fs11_1	andalusiaPortugal
7.9870	0.1984	ind_9546	fs10_6	pyreneesGironaIbRange
7.9458	-3.4339	ind_9554	fs13_2	relictsFs13
16.2803	5.1721	ind_9556	fs7_1	centralSpain1
7.3715	-1.1258	ind_9557	fs10_3	pyreneesGironaIbRange
4.9579	-2.1404	ind_9560	fs11_1	andalusiaPortugal
7.0528	-0.6936	ind_9562	fs10_4	pyreneesGironaIbRange
6.1105	2.1260	ind_9578	fs9_2	northCentralSpain
8.3452	-2.3834	ind_9583	fs13_2	relictsFs13
6.9907	-1.1729	ind_9594	fs10_4	pyreneesGironaIbRange
8.6052	1.1962	ind_9597	fs8_2	centralSpain2
7.7833	-2.9687	ind_9598	fs13_3	relictsFs13
13.4059	-4.6887	ind_9615	fs6_1	russiaAsia
13.8596	-4.9324	ind_9616	fs6_1	russiaAsia
12.4332	-5.1207	ind_9625	fs6_10	russiaAsia
12.1949	-7.2039	ind_9631	fs6_9	russiaAsia
11.8303	-7.0769	ind_9635	fs6_8	russiaAsia
9.1114	-1.8920	ind_9649	fs17_13	cSouthItaly
11.5832	-1.0928	ind_9699	fs17_4	italyBalkanPeninsula
11.6803	-1.2446	ind_9722	fs17_8	italyBalkanPeninsula
12.3463	-5.5538	ind_9737	fs6_8	russiaAsia
12.3567	-1.5929	ind_9743	fs17_2	italyBalkanPeninsula
13.4714	-1.0049	ind_9747	fs18_14	italyBalkanPeninsula
12.6505	-1.0656	ind_9748	fs18_14	italyBalkanPeninsula
9.3185	-0.5147	ind_9764	fs12_3	relictsFs12
7.5027	3.9585	ind_9787	fs19_2	sGermany
8.2840	4.0854	ind_9791	fs19_6	sGermany
7.7438	4.5603	ind_9801	fs19_3	sGermany
5.6018	-1.9885	ind_9817	fs11_1	andalusiaPortugal
6.4320	2.3288	ind_9826	fs9_1	northCentralSpain
8.1826	-3.5726	ind_9832	fs13_2	relictsFs13
16.0615	5.3865	ind_9841	fs7_1	centralSpain1
10.2129	3.8532	ind_9847	fs2_1	northCentralSpain
6.7961	1.7170	ind_9851	fs9_2	northCentralSpain
15.7491	5.3477	ind_9852	fs7_1	centralSpain1
8.0974	-3.2203	ind_9871	fs13_3	relictsFs13
7.4567	1.9479	ind_9877	fs9_2	northCentralSpain
8.8085	0.3877	ind_9878	fs7_3	centralSpain1
7.5861	-3.2645	ind_9887	fs13_3	relictsFs13
5.1348	-0.1373	ind_9891	fs10_1	barcelona
8.7423	0.9667	ind_9898	fs8_1	centralSpain2
7.5513	-1.0607	ind_9899	fs10_3	pyreneesGironaIbRange
8.1690	-2.9504	ind_9905	fs13_3	relictsFs13
10.5848	3.7051	ind_9927	fs1_3	wNCFrance
11.1648	3.4396	ind_9928	fs1_1	wNCFrance
12.3122	-3.0228	ind_9933	fs18_13	nGermany
10.8603	3.9818	ind_At069	fs3_1	britishIsles2
10.9126	3.9459	ind_At136_140	fs3_1	britishIsles2
10.8468	4.0723	ind_At158	fs3_1	britishIsles2
8.5997	6.2503	ind_At319	fs4_5	britishIsles1
14.4474	2.8555	ind_At339_348	fs16_8	nGermany
10.0752	5.1247	ind_At361	fs4_2	britishIsles1
10.5073	4.5305	ind_At363	fs3_10	uFranceEFranceBIsles
10.4350	5.3127	ind_At369	fs4_2	britishIsles1
8.5832	5.9707	ind_At370	fs4_5	britishIsles1
11.3764	5.5692	ind_At376	fs3_16	uFranceEFranceBIsles
10.6347	4.3295	ind_At394_395	fs3_5	britishIsles2
14.9701	3.0467	ind_At533	fs16_8	nGermany
12.1371	-4.0150	ind_Ch18_4	fs6_13	russiaAsia
12.0495	-3.7145	ind_Ch27_8	fs6_13	russiaAsia
8.9818	-1.0259	ind_Ch36_31	fs12_3	relictsFs12
12.1421	-3.9645	ind_Ch43_12	fs6_12	russiaAsia
11.9321	-3.9587	ind_Ch65_4	fs6_13	russiaAsia
10.0276	-0.0241	ind_ERR2026743	fs12_2	relictsFs12
9.5536	-0.1296	ind_ERR2026748	fs12_2	relictsFs12
10.1356	0.0843	ind_ERR2026749	fs12_2	relictsFs12
9.6092	-0.3458	ind_ERR2026756	fs12_2	relictsFs12
9.0087	-0.9865	ind_ERR2026771	fs12_3	relictsFs12
9.7449	-0.1815	ind_ERR2026782	fs12_1	relictsFs12
9.5906	-0.2268	ind_ERR2026788	fs12_1	relictsFs12
10.0622	-0.1202	ind_ERR2026794	fs12_1	relictsFs12
9.8308	-0.3028	ind_ERR2026800	fs12_1	relictsFs12
8.9300	-0.8214	ind_ERR2026810	fs12_3	relictsFs12
16.1244	11.1782	ind_G1_14INRCT01	IN	IN
14.0933	10.4832	ind_G1_14INRCT05	IN	IN
12.6560	10.1247	ind_G1_14INRCT07	IN	IN
18.9165	10.6959	ind_G1_14INRCT19	IN	IN
14.4094	7.0109	ind_G1_14NJSC22	NJ	NJ
11.6001	7.6273	ind_G1_14OHMLNP09	OH	OH
11.1976	7.3441	ind_G1_14OHMLNP40	OH	OH
18.4178	11.1970	ind_G1_15INRCT03_1	IN	IN
12.9706	9.4621	ind_G1_15INRCT09_1	IN	IN
13.4541	-1.1569	ind_G1_15INRCT10_1	IN	IN
9.7914	7.5852	ind_G1_15INRCT22_2	IN	IN
16.2789	10.7983	ind_G1_15INRCT34_1	IN	IN
13.4069	9.7511	ind_G1_15INRCT35_2	IN	IN
17.4535	10.5605	ind_G1_15INRCT38_1	IN	IN
18.7842	10.8923	ind_G1_15INRCT41_1	IN	IN
17.8617	10.2582	ind_G1_15INRCT49_1	IN	IN
13.6249	9.7295	ind_G1_15INRCT60_1	IN	IN
16.1727	10.7399	ind_G1_15INRCT61_2	IN	IN
17.9487	10.2666	ind_G1_15INRCT62_1	IN	IN
12.9633	-0.4714	ind_G1_15INRCT69_1	IN	IN
14.7933	2.8701	ind_G1_15INRCTM7_1	IN	IN
10.9936	10.2638	ind_G1_15MDPCB41_1	MD	MD
10.0763	10.2862	ind_G1_15MDPCB75_1	MD	MD
12.7783	4.8756	ind_G1_15OHMLNP11_1	OH	OH
11.8551	5.9106	ind_G1_15OHMLNP24_1	OH	OH
13.5399	0.8382	ind_G1_15OHMLNP26_2	OH	OH
13.5517	0.5112	ind_G1_15OHMLNP27_1	OH	OH
11.4456	6.4459	ind_G1_15OHMLNP41_1	OH	OH
13.5585	1.3203	ind_G1_15OHMLNP46_2	OH	OH
13.1962	0.8970	ind_G1_15OHMLNPM1_1	OH	OH
15.2740	8.4932	ind_G1_OH14PR02	OH	OH
15.2457	8.6894	ind_G1_OH14PR03	OH	OH
14.8596	7.9999	ind_G1_OH14PR05	OH	OH
15.0600	8.2079	ind_G1_OH14PR08	OH	OH
14.0180	9.3801	ind_G1_OH14PR12	OH	OH
16.2616	7.9908	ind_G1_OH14PR16	OH	OH
14.9549	8.5072	ind_G1_OH14PR20	OH	OH
13.6008	10.0329	ind_G1_OH14PR22	OH	OH
14.4239	8.9837	ind_G1_OH14PR23	OH	OH
16.3822	7.7968	ind_G1_OH14PR27	OH	OH
16.5197	7.7314	ind_G1_OH14PR32	OH	OH
14.4090	8.6993	ind_G1_OH14PR36	OH	OH
12.0007	5.4082	ind_INTHRR108	IN	IN
11.9175	5.2753	ind_INTHRR110	IN	IN
11.6661	5.4301	ind_INTHRR54	IN	IN
17.9826	10.1344	ind_JK2509	herbUSA	herbUSA
12.8336	9.6075	ind_JK2511	herbUSA	herbUSA
12.2894	10.2875	ind_JK2512	herbUSA	herbUSA
13.3546	9.8875	ind_JK2513	herbUSA	herbUSA
12.7035	11.0877	ind_JK2514	herbUSA	herbUSA
12.2179	10.1432	ind_JK2516	herbUSA	herbUSA
16.9232	7.7194	ind_JK2517	herbUSA	herbUSA
12.2992	10.8659	ind_JK2518	herbUSA	herbUSA
18.0390	10.9053	ind_JK2520	herbUSA	herbUSA
18.5934	10.7392	ind_JK2523	herbUSA	herbUSA
18.4700	11.4795	ind_JK2524	herbUSA	herbUSA
12.9381	10.1623	ind_JK2527	herbUSA	herbUSA
13.0539	4.1716	ind_JK2529	herbUSA	herbUSA
12.7738	9.9925	ind_JK2530	herbUSA	herbUSA
12.5743	10.9540	ind_JK346	herbUSA	herbUSA
18.5426	10.9953	ind_JK356	herbUSA	herbUSA
12.4322	10.6077	ind_JK376	herbUSA	herbUSA
12.7508	10.0888	ind_JK389	herbUSA	herbUSA
12.7034	3.9644	ind_JK393	herbUSA	herbUSA
12.6403	10.1805	ind_JK395	herbUSA	herbUSA
12.5774	10.3950	ind_JK399	herbUSA	herbUSA
14.6140	2.4507	ind_MAAA16	MA	MA
14.4459	2.6205	ind_MAAA41	MA	MA
14.5021	2.4136	ind_MAAA61	MA	MA
10.0211	10.2915	ind_MDTCR32	MD	MD
10.4186	10.7733	ind_MDTCR42	MD	MD
17.9133	10.8586	ind_NCARS32	NC	NC
16.9325	9.9711	ind_NCARS51	NC	NC
17.3794	10.5965	ind_NCARS9	NC	NC
11.0140	4.6791	ind_NYBG154	NY	NY
11.2589	4.6666	ind_NYBG157	NY	NY
11.3119	4.6366	ind_NYBG169	NY	NY
15.4665	8.8146	ind_OH15PR07	OH	OH
14.9635	8.5053	ind_OH15PR30	OH	OH
16.9061	7.9455	ind_OH15PR42	OH	OH
15.0846	8.6355	ind_OH15PR44	OH	OH
15.1621	8.3892	ind_OH15PR49	OH	OH
14.8359	8.8752	ind_OH15PR59	OH	OH
14.3002	8.7196	ind_OH15PR64	OH	OH
13.5947	10.4772	ind_OH15PR68	OH	OH
14.1036	9.2294	ind_OH15PR75	OH	OH
16.9922	7.5041	ind_OH15PR76	OH	OH
14.3299	8.9138	ind_OH15PR80	OH	OH
15.4634	8.7074	ind_OH16PR001	OH	OH
16.8328	7.6711	ind_OH16PR005	OH	OH
16.6714	7.5677	ind_OH16PR007	OH	OH
14.9719	8.2596	ind_OH16PR015	OH	OH
15.6353	8.1327	ind_OH16PR019	OH	OH
15.0013	7.8865	ind_OH16PR022	OH	OH
16.0915	7.8854	ind_OH16PR024	OH	OH
15.8527	8.1621	ind_OH16PR027	OH	OH
16.2237	8.2165	ind_OH16PR029	OH	OH
14.9217	7.9734	ind_OH16PR033	OH	OH
15.9910	7.7072	ind_OH16PR039	OH	OH
15.7307	7.9146	ind_OH16PR040	OH	OH
17.0087	7.8476	ind_OH16PR041	OH	OH
15.9127	8.1598	ind_OH16PR047	OH	OH
14.1422	8.9886	ind_OH16PR051	OH	OH
14.4473	9.2937	ind_OH16PR054	OH	OH
13.7275	10.2473	ind_OHPR_S1	OH	OH
16.2801	7.5986	ind_OHPR_S41	OH	OH
16.4287	7.8371	ind_OHPR_S42	OH	OH
13.2732	9.5583	ind_OHPR_S47	OH	OH
13.0847	9.4988	ind_OHPR_S48	OH	OH
12.6767	10.3061	ind_R15MISJ12	MI	MI
12.5775	10.7059	ind_R15MISJ25	MI	MI
8.6568	8.2633	ind_R15MISJ56	MI	MI
11.7868	9.1068	ind_R15MISJ59	MI	MI
10.5940	8.6998	ind_S1	MI	MI
12.1554	9.1427	ind_S10	MI	MI
10.0599	7.4765	ind_S11	MI	MI
12.0963	8.9446	ind_S12	MI	MI
9.9012	7.5407	ind_S13	MI	MI
10.2505	7.8578	ind_S14	MI	MI
13.3831	5.0716	ind_S15	MI	MI
13.5447	5.0820	ind_S16	MI	MI
11.7478	9.3825	ind_S18	MI	MI
10.1167	8.1011	ind_S19	MI	MI
9.8529	7.4269	ind_S2	MI	MI
11.0323	9.0181	ind_S20	MI	MI
10.5106	8.5983	ind_S21	MI	MI
10.6519	8.9440	ind_S22	MI	MI
12.6888	9.7892	ind_S23	MI	MI
11.3645	9.1585	ind_S24	MI	MI
11.2038	8.7182	ind_S25	MI	MI
10.9041	8.7779	ind_S26	MI	MI
11.0628	7.9608	ind_S27	MI	MI
12.5247	10.2511	ind_S29	MI	MI
12.7859	10.4040	ind_S3	MI	MI
9.5328	7.7858	ind_S30	MI	MI
12.4626	9.4155	ind_S31	MI	MI
10.3021	7.3774	ind_S32	MI	MI
10.7738	8.1947	ind_S33	MI	MI
12.6316	11.0611	ind_S34	MI	MI
10.9222	8.1410	ind_S35	MI	MI
10.5779	7.7088	ind_S36	MI	MI
8.7266	8.0926	ind_S37	MI	MI
11.6986	8.7884	ind_S38	MI	MI
11.4490	8.8586	ind_S39	MI	MI
9.7101	8.0269	ind_S4	MI	MI
11.5455	9.5020	ind_S40	MI	MI
11.6938	9.6055	ind_S41	MI	MI
12.8039	10.5467	ind_S42	MI	MI
13.4359	10.1331	ind_S43	MI	MI
8.8163	8.2251	ind_S44	MI	MI
8.5567	8.1400	ind_S45	MI	MI
8.7631	8.2810	ind_S46	MI	MI
9.9501	7.9032	ind_S48	MI	MI
10.3375	7.7331	ind_S49	MI	MI
12.3492	9.4394	ind_S5	MI	MI
11.1058	8.1533	ind_S50	MI	MI
11.2866	8.3019	ind_S51	MI	MI
10.8152	7.9602	ind_S52	MI	MI
10.6281	8.5024	ind_S53	MI	MI
13.3445	9.7736	ind_S54	MI	MI
9.9531	8.2017	ind_S55	MI	MI
11.2651	8.4092	ind_S56	MI	MI
10.8307	8.8766	ind_S57	MI	MI
11.4156	8.8485	ind_S58	MI	MI
10.9936	8.6949	ind_S59	MI	MI
9.9538	7.5606	ind_S6	MI	MI
9.8678	7.4291	ind_S7	MI	MI
11.8248	8.6674	ind_S8	MI	MI
10.0437	7.3107	ind_S9	MI	MI
